#separator:tab
#html:true
#notetype:Basic
#deck:DVC فارسی::Introduction to Data Versioning with DVC
#tags column:3
#columns:Front	Back	Tags
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تفاوت `git push` و `dvc push` چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">`git push` کد و DVC metadata (pointerها) را به Git remote می‌فرستد؛ `dvc push` bytes واقعی data و model artifact را به DVC remote storage می‌فرستد</div>	domain::dvc course::introduction_to_data_versioning_with_dvc section::فصل_۱_مبانی_git_و_dvc
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">`dvc add` چه کاری می‌کند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">نسخه‌ی فعلی یک data file یا folder را hash و cache می‌کند، .dvc pointer file آن را می‌سازد/به‌روز می‌کند و path فایل tracked را به .gitignore اضافه می‌کند</div>	domain::dvc course::introduction_to_data_versioning_with_dvc section::فصل_۱_مبانی_git_و_dvc
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">فایل `.dvc` مثل `data.csv.dvc` چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">metadata قابل‌track در Git که یک artifact DVC-tracked را با content hash مشخص می‌کند؛ خود dataset نیست، فقط pointer به آن است</div>	domain::dvc course::introduction_to_data_versioning_with_dvc section::فصل_۱_مبانی_git_و_dvc
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">`dvc.yaml` چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تعریف pipeline DVC: stageهای نام‌دار، command، dependencyها (deps)، outputها (outs) و اختیاراً params، metrics و plots</div>	domain::dvc course::introduction_to_data_versioning_with_dvc section::فصل_۱_مبانی_git_و_dvc
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">`dvc.lock` چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">hash دقیق dependencyها و outputهای pipeline را از آخرین اجرای موفق ثبت می‌کند تا DVC بتواند staleبودن stageها را تشخیص دهد</div>	domain::dvc course::introduction_to_data_versioning_with_dvc section::فصل_۱_مبانی_git_و_dvc
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">آیا `dvc.lock` فایل‌ها را read-only می‌کند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">خیر. dvc.lock فقط state pipeline را ثبت و تغییر را از طریق مقایسه‌ی hash تشخیص می‌دهد؛ read-only شدن احتمالی جداگانه از cache link typeهایی مثل hardlink یا symlink می‌آید</div>	domain::dvc course::introduction_to_data_versioning_with_dvc section::فصل_۱_مبانی_git_و_dvc
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">چه چیزی یک stage پایپلاین DVC را stale می‌کند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تغییر هر dependency ثبت‌شده به‌گونه‌ای که hash فعلی با hash ثبت‌شده در dvc.lock متفاوت باشد</div>	domain::dvc course::introduction_to_data_versioning_with_dvc section::فصل_۱_مبانی_git_و_dvc
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">اگر `train.py` تغییر کند اما data آموزشی تغییر نکند، `dvc repro` چه stageهایی را اجرا می‌کند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">stage مربوط به train (dependency تغییر کرده) و stageهای downstream وابسته به output تغییریافته؛ stageهای upstream بدون تغییر اجرا نمی‌شوند</div>	domain::dvc course::introduction_to_data_versioning_with_dvc section::فصل_۱_مبانی_git_و_dvc
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تفاوت `dvc add` و `dvc repro` چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">`dvc add` یک data file یا folder مستقل را track می‌کند؛ `dvc repro` DAG را بررسی می‌کند و فقط stageهای stale را به ترتیب dependency اجرا می‌کند</div>	domain::dvc course::introduction_to_data_versioning_with_dvc section::فصل_۱_مبانی_git_و_dvc
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">workflow معمول تغییر data که با `dvc add` track شده چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">اگر لازم است با `dvc unprotect` از cache جدا کن، تغییر بده، دوباره `dvc add` اجرا کن، .dvc pointer به‌روزشده را با Git commit کن، سپس `dvc push` و `git push` بزن</div>	domain::dvc course::introduction_to_data_versioning_with_dvc section::فصل_۱_مبانی_git_و_dvc
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">چرا `dvc commit` نباید دستور پیش‌فرض برای data تغییریافته‌ی مستقل باشد؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">برای data که با `dvc add` track شده، اجرای دوباره‌ی `dvc add` روش درست است؛ برای pipeline، `dvc repro` dependencyها را اعتبارسنجی می‌کند. هر دو از `dvc commit` مطمئن‌ترند</div>	domain::dvc course::introduction_to_data_versioning_with_dvc section::فصل_۱_مبانی_git_و_dvc
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">کدام دو دستور با هم state کامل پروژه را نشان می‌دهند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">`git status` تغییرات code و DVC metadata را نشان می‌دهد؛ `dvc data status` تغییرات data های DVC-tracked و وضعیت cache را نشان می‌دهد</div>	domain::dvc course::introduction_to_data_versioning_with_dvc section::فصل_۱_مبانی_git_و_dvc
